Forward
636,0,0,0,0,4.32,"","OK"
731,1,0,0,0,8.64,"","OK"
823,2,0,0,0,4.32,"","OK"
912,3,0,0,0,4.32,"","OK"
1007,4,0,0,0,4.32,"","OK"
1087,5,0,0,0,8.64,"","OK"
1174,6,0,0,0,4.32,"","OK"
1287,7,0,0,0,4.32,"","OK"
1405,8,0,0,0,4.32,"","OK"
1510,9,0,0,0,4.32,"","OK"
1615,10,0,0,0,8.64,"","OK"
1707,11,0,0,0,8.64,"","OK"
1779,12,0,0,0,4.32,"","OK"
1879,13,0,0,0,8.64,"","OK"
1967,14,0,0,0,8.64,"","OK"
2066,15,0,0,0,4.32,"","OK"
2154,16,0,0,0,8.64,"","OK"
2250,17,0,0,0,8.64,"","OK"
2351,18,0,0,0,4.32,"","OK"
2451,19,0,0,0,8.64,"","OK"
2542,20,0,0,0,4.32,"","OK"
2638,21,0,0,0,8.64,"","OK"
2733,22,0,0,0,8.64,"","OK"
2939,24,0,0,0,4.32,"","Wrong sequence number"
3048,25,0,0,0,8.64,"","OK"
3172,26,0,0,0,4.32,"","OK"
3272,27,0,0,0,8.64,"","OK"
3374,28,0,0,0,4.32,"","OK"
3464,29,0,0,0,8.64,"","OK"
3561,30,0,0,0,4.32,"","OK"
3674,31,0,0,0,8.64,"","OK"
3795,32,0,0,0,4.32,"","OK"
3899,33,0,0,0,4.32,"","OK"
4005,34,0,0,0,8.64,"","OK"
4108,35,0,0,0,8.64,"","OK"
4191,36,0,0,0,4.32,"","OK"
4279,37,0,0,0,4.32,"","OK"
4360,38,0,0,0,4.32,"","OK"
4464,39,0,0,0,4.32,"","OK"
4576,40,0,0,0,8.64,"","OK"
4685,41,0,0,0,8.64,"","OK"
4922,43,0,0,0,4.32,"","Wrong sequence number"
5036,44,0,0,0,4.32,"","OK"
5151,45,0,0,0,4.32,"","OK"
5225,46,0,0,0,8.64,"","OK"
5287,47,0,0,0,8.64,"","OK"
5346,48,0,0,0,4.32,"","OK"
5417,49,0,0,0,4.32,"","OK"
5474,50,0,0,0,8.64,"","OK"
5541,51,0,0,0,4.32,"","OK"
5618,52,0,0,0,8.64,"","OK"
5759,53,0,0,0,4.32,"","OK"
5891,54,0,0,0,8.64,"","OK"
6021,55,0,0,0,4.32,"","OK"
6111,56,0,0,0,8.64,"","OK"
6221,57,0,0,0,4.32,"","OK"
6319,58,0,0,0,4.32,"","OK"
6411,59,0,0,0,4.32,"","OK"
6494,60,0,0,0,4.32,"","OK"
6579,61,0,0,0,8.64,"","OK"
6674,62,0,0,0,4.32,"","OK"
6808,63,0,0,0,4.32,"","OK"
6924,64,0,0,0,8.64,"","OK"
7056,65,0,0,0,4.32,"","OK"
7170,66,0,0,0,8.64,"","OK"
7280,67,0,0,0,8.64,"","OK"
7390,68,0,0,0,4.32,"","OK"
7473,69,0,0,0,8.64,"","OK"
7558,70,0,0,0,8.64,"","OK"
7645,71,0,0,0,4.32,"","OK"
7726,72,0,0,0,4.32,"","OK"
7820,73,0,0,0,8.64,"","OK"
7902,74,0,0,0,4.32,"","OK"
8004,75,0,0,0,4.32,"","OK"
8085,76,0,0,0,8.64,"","OK"
8171,77,0,0,0,8.64,"","OK"
8260,78,0,0,0,4.32,"","OK"
8354,79,0,0,0,8.64,"","OK"
8452,80,0,0,0,4.32,"","OK"
8548,81,0,0,0,8.64,"","OK"
8671,82,0,0,0,4.32,"","OK"
8772,83,0,0,0,8.64,"","OK"
8869,84,0,0,0,4.32,"","OK"
8965,85,0,0,0,8.64,"","OK"
9066,86,0,0,0,4.32,"","OK"
9150,87,0,0,0,4.32,"","OK"
9235,88,0,0,0,8.64,"","OK"
9320,89,0,0,0,8.64,"","OK"
9389,90,0,0,0,4.32,"","OK"
9460,91,0,0,0,4.32,"","OK"
9554,92,0,0,0,4.32,"","OK"
9652,93,0,0,0,4.32,"","OK"
9745,94,0,0,0,8.64,"","OK"
9813,95,0,0,0,8.64,"","OK"
9874,96,0,0,0,8.64,"","OK"
9951,97,0,0,0,8.64,"","OK"
10029,98,0,0,0,4.32,"","OK"
10117,99,0,0,0,8.64,"","OK"
10199,100,0,0,0,8.64,"","OK"
10323,102,0,0,0,4.32,"","Wrong sequence number"
10392,103,0,0,0,4.32,"","OK"
10487,104,0,0,0,4.32,"","OK"
10575,105,0,0,0,4.32,"","OK"
10640,106,0,0,0,8.64,"","OK"
10709,107,0,0,0,8.64,"","OK"
10766,108,0,0,0,4.32,"","OK"
10839,109,0,0,0,4.32,"","OK"
10906,110,0,0,0,8.64,"","OK"
10979,111,0,0,0,4.32,"","OK"
11057,112,0,0,0,8.64,"","OK"
11129,113,0,0,0,4.32,"","OK"
11207,114,0,0,0,8.64,"","OK"
11293,115,0,0,0,8.64,"","OK"
11378,116,0,0,0,4.32,"","OK"
11458,117,0,0,0,4.32,"","OK"
11530,118,0,0,0,8.64,"","OK"
11677,120,0,0,0,4.32,"","Wrong sequence number"
11766,121,0,0,0,8.64,"","OK"
11846,122,0,0,0,8.64,"","OK"
11934,123,0,0,0,4.32,"","OK"
12028,124,0,0,0,4.32,"","OK"
12106,125,0,0,0,4.32,"","OK"
12190,126,0,0,0,8.64,"","OK"
12286,127,0,0,0,4.32,"","OK"
12370,128,0,0,0,8.64,"","OK"
12441,129,0,0,0,4.32,"","OK"
12514,130,0,0,0,8.64,"","OK"
12585,131,0,0,0,8.64,"","OK"
12634,132,0,0,0,8.64,"","OK"
12694,133,0,0,0,4.32,"","OK"
12761,134,0,0,0,8.64,"","OK"
12837,135,0,0,0,8.64,"","OK"
12911,136,0,0,0,8.64,"","OK"
13002,137,0,0,0,4.32,"","OK"
13087,138,0,0,0,8.64,"","OK"
13171,139,0,0,0,8.64,"","OK"
13258,140,0,0,0,4.32,"","OK"
13346,141,0,0,0,8.64,"","OK"
13446,142,0,0,0,4.32,"","OK"
13548,143,0,0,0,4.32,"","OK"
13627,144,0,0,0,8.64,"","OK"
13715,145,0,0,0,4.32,"","OK"
13789,146,0,0,0,8.64,"","OK"
13860,147,0,0,0,4.32,"","OK"
13958,148,0,0,0,8.64,"","OK"
14064,149,0,0,0,4.32,"","OK"
14147,150,0,0,0,4.32,"","OK"
14222,151,0,0,0,8.64,"","OK"
14292,152,0,0,0,8.64,"","OK"
14356,153,0,0,0,4.32,"","OK"
14434,154,0,0,0,4.32,"","OK"
14502,155,0,0,0,4.32,"","OK"
14576,156,0,0,0,8.64,"","OK"
14651,157,0,0,0,4.32,"","OK"
14699,158,0,0,0,8.64,"","OK"
14781,159,0,0,0,4.32,"","OK"
14860,160,0,0,0,8.64,"","OK"
14935,161,0,0,0,4.32,"","OK"
14997,162,0,0,0,8.64,"","OK"
15064,163,0,0,0,8.64,"","OK"
15127,164,0,0,0,4.32,"","OK"
15202,165,0,0,0,8.64,"","OK"
15271,166,0,0,0,4.32,"","OK"
15396,168,0,0,0,4.32,"","Wrong sequence number"
15464,169,0,0,0,8.64,"","OK"
15529,170,0,0,0,4.32,"","OK"
15599,171,0,0,0,4.32,"","OK"
15683,172,0,0,0,4.32,"","OK"
15765,173,0,0,0,8.64,"","OK"
15854,174,0,0,0,4.32,"","OK"
15936,175,0,0,0,4.32,"","OK"
16036,176,0,0,0,4.32,"","OK"
16091,177,0,0,0,8.64,"","OK"
16150,178,0,0,0,4.32,"","OK"
16231,179,0,0,0,4.32,"","OK"
16293,180,0,0,0,8.64,"","OK"
16357,181,0,0,0,8.64,"","OK"
16411,182,0,0,0,8.64,"","OK"
16480,183,0,0,0,4.32,"","OK"
16554,184,0,0,0,4.32,"","OK"
16630,185,0,0,0,4.32,"","OK"
16707,186,0,0,0,4.32,"","OK"
16787,187,0,0,0,8.64,"","OK"
16856,188,0,0,0,4.32,"","OK"
16921,189,0,0,0,4.32,"","OK"
16986,190,0,0,0,4.32,"","OK"
17060,191,0,0,0,4.32,"","OK"
17132,192,0,0,0,4.32,"","OK"
17194,193,0,0,0,4.32,"","OK"
17257,194,0,0,0,8.64,"","OK"
17327,195,0,0,0,4.32,"","OK"
17396,196,0,0,0,4.32,"","OK"
17458,197,0,0,0,4.32,"","OK"
17537,198,0,0,0,8.64,"","OK"
17613,199,0,0,0,8.64,"","OK"
17683,200,0,0,0,4.32,"","OK"
17755,201,0,0,0,4.32,"","OK"
17828,202,0,0,0,4.32,"","OK"
17908,203,0,0,0,8.64,"","OK"
17972,204,0,0,0,4.32,"","OK"
18029,205,0,0,0,8.64,"","OK"
18087,206,0,0,0,4.32,"","OK"
18147,207,0,0,0,8.64,"","OK"
18214,208,0,0,0,8.64,"","OK"
18292,209,0,0,0,4.32,"","OK"
18354,210,0,0,0,8.64,"","OK"
18419,211,0,0,0,8.64,"","OK"
18467,212,0,0,0,4.32,"","OK"
18521,213,0,0,0,8.64,"","OK"
